Volume ( ^3),Surface ( ^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. ( ),SD dist. to surf. ( ),Median dist. to surf. ( ),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
55,158,55,55,14025,255,0,255,255,255,347.000,345.636,10.655,2.968,1.311,2.720,347.000,345.636,10.655,343,342,8,9,8,6
90,174,90,74,22950,255,0,255,255,255,491.811,221.044,10.522,2.549,0.724,2.483,491.811,221.044,10.522,489,217,9,7,9,4
78,136,78,61,19890,255,0,255,255,255,362.231,312.705,10.333,2.312,0.528,2.363,362.231,312.705,10.333,360,310,9,6,6,4
66,120,66,53,16830,255,0,255,255,255,486.379,230.303,10.833,2.170,0.561,2.193,486.379,230.303,10.833,484,228,10,6,6,3
91,150,91,68,23205,255,0,255,255,255,476.451,233.714,12.604,2.424,0.471,2.399,476.451,233.714,12.604,474,231,11,6,7,5
117,186,117,82,29835,255,0,255,255,255,407.171,258.162,12.487,2.670,0.559,2.647,407.171,258.162,12.487,404,255,11,8,7,5
63,130,63,60,16065,255,0,255,255,255,420.381,274.175,11.587,2.245,0.798,2.317,420.381,274.175,11.587,417,272,11,8,6,3
57,118,57,49,14535,255,0,255,255,255,358.544,286.526,12.351,2.129,0.636,2.089,358.544,286.526,12.351,357,284,11,4,7,4
169,246,169,117,43095,255,0,255,255,255,391.237,290.107,12.917,3.187,0.801,3.148,391.237,290.107,12.917,386,287,11,10,8,5
204,304,204,145,52020,255,0,255,255,255,384.936,298.775,14.191,3.597,1.133,3.436,384.936,298.775,14.191,381,294,11,10,11,7
73,156,73,64,18615,255,0,255,255,255,355.493,330.795,12.384,2.381,0.757,2.531,355.493,330.795,12.384,352,328,11,8,7,4
108,210,108,86,27540,255,0,255,255,255,372.519,335.880,12.796,2.859,0.930,2.762,372.519,335.880,12.796,369,333,11,9,7,5
95,162,95,79,24225,255,0,255,255,255,357.505,339.726,11.916,2.572,0.752,2.681,357.505,339.726,11.916,354,337,11,8,7,3
47,112,47,40,11985,255,0,255,255,255,361.596,349.404,11.936,2.046,0.618,1.984,361.596,349.404,11.936,359,347,11,6,6,3
79,160,79,70,20145,255,0,255,255,255,339.494,359.051,12.633,2.486,0.856,2.550,339.494,359.051,12.633,337,355,11,6,9,4
63,140,63,58,16065,255,0,255,255,255,331.651,369.873,12.683,2.355,0.865,2.222,331.651,369.873,12.683,328,367,11,8,7,4
90,184,90,79,22950,255,0,255,255,255,321.600,377.833,12.222,2.787,1.048,2.723,321.600,377.833,12.222,319,374,11,8,9,4
69,128,69,54,17595,255,0,255,255,255,423.464,195.464,13.029,2.227,0.598,2.323,423.464,195.464,13.029,421,193,12,6,6,3
79,164,79,68,20145,255,0,255,255,255,466.063,247.595,12.823,2.581,0.976,2.429,466.063,247.595,12.823,464,243,12,6,9,3
65,132,65,53,16575,255,0,255,255,255,398.277,262.462,13.985,2.224,0.602,2.190,398.277,262.462,13.985,396,260,12,6,6,5
162,248,162,113,41310,255,0,255,255,255,411.198,269.525,14.278,3.140,0.826,3.245,411.197,269.525,14.278,408,266,12,8,9,5
101,180,101,81,25755,255,0,255,255,255,398.594,270.277,13.366,2.751,0.902,2.687,398.594,270.277,13.366,395,268,12,9,6,4
146,242,146,114,37230,255,0,255,255,255,382.329,274.760,13.911,2.868,0.690,2.921,382.329,274.760,13.911,379,272,12,7,7,6
98,182,98,86,24990,255,0,255,255,255,398.959,278.755,12.816,2.813,1.062,2.683,398.959,278.755,12.816,395,276,12,10,6,4
59,126,59,51,15045,255,0,255,255,255,351.407,287.746,13.424,2.133,0.627,2.136,351.407,287.746,13.424,349,285,12,6,7,4
63,130,63,55,16065,255,0,255,255,255,388.429,328.413,13.667,2.195,0.662,2.216,388.429,328.413,13.667,386,326,12,6,6,4
138,320,138,132,35190,255,0,255,255,255,350.428,344.304,14.754,4.698,2.225,4.621,350.428,344.304,14.754,345,337,12,12,16,6
85,172,85,76,21675,255,0,255,255,255,338.824,343.129,13.435,2.530,0.876,2.549,338.824,343.129,13.435,336,339,12,7,9,4
84,168,84,76,21420,255,0,255,255,255,329.988,359.310,13.167,2.532,0.820,2.624,329.988,359.310,13.167,327,355,12,7,9,4
104,208,104,95,26520,255,0,255,255,255,381.615,380.644,13.192,2.937,1.118,2.849,381.615,380.644,13.192,377,377,12,10,8,4
59,150,59,59,15045,255,0,255,255,255,362.390,412.949,12.966,2.480,0.742,2.572,362.390,412.949,12.966,359,410,12,8,7,3
31,76,31,31,7905,255,0,255,255,255,358.806,427.806,12.484,2.022,0.906,2.037,358.806,427.806,12.484,358,425,12,4,7,2
129,212,129,93,32895,255,0,255,255,255,388.566,262.496,14.953,2.903,0.747,2.848,388.566,262.496,14.953,386,258,13,6,9,5
92,162,92,67,23460,255,0,255,255,255,453.283,260.087,15.033,2.527,0.613,2.436,453.283,260.087,15.033,449,258,13,8,6,5
102,168,102,75,26010,255,0,255,255,255,432.480,265.667,14.490,2.584,0.603,2.652,432.480,265.667,14.490,429,263,13,9,7,4
67,132,67,53,17085,255,0,255,255,255,405.552,286.164,14.582,2.299,0.591,2.308,405.552,286.164,14.582,403,283,13,6,7,4
57,120,57,48,14535,255,0,255,255,255,404.456,293.298,13.825,2.114,0.614,2.071,404.456,293.298,13.825,402,291,13,7,6,4
86,198,86,78,21930,255,0,255,255,255,362.558,302.651,14.872,3.091,1.439,2.803,362.558,302.651,14.872,359,299,13,9,10,5
53,114,53,42,13515,255,0,255,255,255,417.340,279.925,15.264,2.057,0.499,2.056,417.340,279.925,15.264,414,278,14,7,5,4
62,176,62,62,15810,255,0,255,255,255,344.952,365.919,15.581,2.945,0.914,3.117,344.952,365.919,15.581,341,362,14,8,9,4
83,142,83,63,21165,255,0,255,255,255,444.759,285.120,16.639,2.348,0.507,2.333,444.759,285.120,16.639,442,283,15,7,5,5
46,110,46,42,11730,255,0,255,255,255,434.087,292.022,16.152,2.080,0.739,2.093,434.087,292.022,16.152,432,289,15,6,6,4
75,164,75,62,19125,255,0,255,255,255,419.680,296.467,16.667,2.541,0.896,2.424,419.680,296.467,16.667,416,294,15,9,6,5
101,166,101,69,25755,255,0,255,255,255,410.099,226.911,17.980,2.553,0.483,2.429,410.099,226.911,17.980,408,224,16,6,7,5
131,206,131,92,33405,255,0,255,255,255,380.275,254.809,17.603,2.897,0.738,2.896,380.275,254.809,17.603,377,251,16,8,9,5
268,382,268,170,68340,255,0,255,255,255,448.052,257.899,20.272,4.115,1.302,3.956,448.053,257.899,20.272,443,255,16,12,8,9
62,118,62,49,15810,255,0,255,255,255,460.129,274.274,17.710,2.105,0.392,2.083,460.129,274.274,17.710,458,272,16,5,6,4
65,126,65,53,16575,255,0,255,255,255,448.169,277.769,17.646,2.179,0.565,2.062,448.169,277.769,17.646,445,276,16,7,4,4
38,78,38,33,9690,255,0,255,255,255,425.474,289.763,17.158,1.711,0.325,1.759,425.474,289.763,17.158,424,288,16,4,4,4
92,172,92,72,23460,255,0,255,255,255,434.620,287.239,19.370,2.593,0.741,2.500,434.620,287.239,19.370,432,285,17,8,6,5
205,290,205,135,52275,255,0,255,255,255,489.585,234.951,20.693,3.398,0.828,3.505,489.586,234.951,20.693,485,231,18,9,9,6
64,120,64,54,16320,255,0,255,255,255,481.938,242.516,20.031,2.145,0.565,2.108,481.938,242.516,20.031,480,240,18,6,6,4
222,402,222,167,56610,255,0,255,255,255,502.784,239.482,22.946,4.126,1.637,3.878,502.784,239.482,22.946,499,233,18,8,14,10
79,212,79,75,20145,255,0,255,255,255,415.608,298.949,20.886,3.033,1.117,2.805,415.608,298.949,20.886,410,296,18,10,6,7
98,210,98,86,24990,255,0,255,255,255,400.480,344.112,21.051,3.096,1.368,2.924,400.480,344.112,21.051,395,341,18,12,7,6
295,486,295,221,75225,255,0,255,255,255,355.464,299.336,21.200,4.252,1.551,4.152,355.465,299.336,21.200,350,293,19,13,13,6
272,438,272,206,69360,255,0,255,255,255,349.250,313.651,21.294,4.791,2.175,4.363,349.250,313.651,21.294,343,307,19,15,16,7
226,502,226,205,57630,255,0,255,255,255,413.403,333.996,23.451,6.690,3.066,6.862,413.403,333.995,23.451,403,328,19,22,15,10
186,376,186,155,47430,255,0,255,255,255,351.387,345.968,21.656,4.830,2.527,4.677,351.387,345.968,21.656,343,341,19,17,13,7
19,48,19,19,4845,255,0,255,255,255,377.263,480.579,19.579,1.334,0.418,1.452,377.263,480.579,19.579,376,479,19,3,4,2
49,104,49,43,12495,255,0,255,255,255,563.367,219.163,20.837,1.943,0.543,1.981,563.367,219.163,20.837,561,217,20,6,5,3
52,122,52,46,13260,255,0,255,255,255,496.442,253.635,21.288,2.127,0.708,1.988,496.442,253.635,21.288,494,251,20,6,6,5
86,166,86,72,21930,255,0,255,255,255,525.186,227.663,23.512,2.554,0.773,2.626,525.186,227.663,23.512,523,225,21,5,7,6
357,492,357,228,91035,255,0,255,255,255,514.098,231.958,23.571,4.680,1.786,4.458,514.099,231.958,23.571,510,225,21,8,17,8
498,950,498,439,126990,255,0,255,255,255,362.468,377.380,24.269,8.264,4.524,8.252,362.469,377.380,24.269,349,367,21,29,25,8
72,190,72,72,18360,255,0,255,255,255,388.778,451.625,21.944,2.978,1.079,2.922,388.778,451.625,21.944,386,447,21,7,10,3
229,388,229,179,58395,255,0,255,255,255,432.616,285.611,25.904,3.802,1.271,3.956,432.616,285.611,25.904,428,281,22,11,10,8
173,350,173,154,44115,255,0,255,255,255,355.098,310.913,25.520,4.744,2.516,4.274,355.098,310.913,25.520,348,303,22,14,17,7
203,308,203,138,51765,255,0,255,255,255,484.877,236.453,26.655,3.380,0.871,3.505,484.877,236.453,26.655,480,233,24,10,9,6
156,324,156,137,39780,255,0,255,255,255,381.391,265.141,26.077,3.749,1.675,3.376,381.391,265.141,26.077,377,258,24,10,15,6
87,194,87,80,22185,255,0,255,255,255,428.379,297.517,26.793,2.860,1.137,2.799,428.379,297.517,26.793,425,293,24,7,9,6
146,254,146,112,37230,255,0,255,255,255,445.014,289.137,27.979,3.166,1.038,3.102,445.014,289.137,27.979,441,285,25,9,8,7
239,442,239,195,60945,255,0,255,255,255,382.054,275.017,28.808,4.947,1.891,5.037,382.055,275.017,28.808,375,269,26,16,13,6
104,252,104,100,26520,255,0,255,255,255,405.529,363.500,28.010,3.751,1.766,3.807,405.529,363.500,28.010,400,359,26,14,10,5
141,294,141,134,35955,255,0,255,255,255,392.369,372.872,28.262,3.633,1.549,3.443,392.369,372.872,28.262,386,368,26,13,10,5
101,164,101,74,25755,255,0,255,255,255,461.951,274.584,28.713,2.527,0.533,2.596,461.951,274.584,28.713,459,272,27,7,6,4
58,122,58,50,14790,255,0,255,255,255,452.690,282.672,29.259,2.162,0.664,2.136,452.690,282.672,29.259,450,281,28,7,5,3
43,100,43,40,10965,255,0,255,255,255,416.721,306.837,29.349,1.891,0.581,1.933,416.721,306.837,29.349,415,304,28,5,6,3
245,348,245,154,62475,255,0,255,255,255,481.061,228.384,31.490,3.626,0.792,3.580,481.062,228.384,31.490,476,224,29,11,10,6
191,248,191,128,48705,255,0,255,255,255,435.644,276.016,32.827,3.250,0.753,3.305,435.644,276.016,32.827,431,273,31,10,7,5
166,274,166,119,42330,255,0,255,255,255,413.590,278.440,33.102,3.214,0.864,3.213,413.590,278.440,33.102,409,274,31,9,10,5
